Department Level 1,Department Level 2,Department Level 3,Role,Employment type,Time with organisation,,Age group,Gender,Which of the following building blocks do you work in? ,Mobility outside the office,Your main office location,"Other offices (including clients, partners, suppliers or serviced offices)",Working while travelling between locations,Home,Elsewhere,"Working from home, what type of work setting do you use most often?","In your workplace, what type of work setting do you use most often?",Mobility inside the office,"Individual focused work, desk based",Individual focused work away from your desk,Individual routine tasks,Reading,Collaborating on focused work,Collaborating on creative work,"Informal, un-planned meetings",Planned meetings,Informal social interaction,Business confidential discussions,Private conversations,Telephone conversations,Thinking/creative thinking,Learning from others,Audio conferences,Spreading out paper or materials,Using technical/specialist equipment or materials,Relaxing/taking a break,Larger group meetings or audiences,"Hosting visitors, clients or customers",Video conferences,Meeting rooms (large),Meeting rooms (small),Desk/room booking systems,Quiet rooms for working alone or in pairs,Informal work areas/break-out zones,Accessibility of colleagues,Variety of different types of workspace,Desk,Chair,Ability to personalise my workstation,Space between work settings,Dividers (between desk/areas),People walking past your workstation,Personal storage,Shared storage,Archive storage,General décor,Plants & greenery,Art & photography,Atriums & communal areas,Air quality,Temperature control,Noise levels,Natural light,Office lighting,Mail & post room services,IT Help desk,"Hospitality services (e.g. guest reception/services, catering, meeting services)",Restaurant/canteen,"Tea, coffee & other refreshment facilities","Leisure facilities onsite or nearby (e.g. gym, fitness/wellness centre)",Reception areas,General tidiness,General cleanliness,Security,Health & safety provision,"Access (e.g. lifts, stairways, ramps)",Internal signage,Shower facilities,Toilets/W.C.,"Parking (e.g. car, motorbike or bicycle)",Telephone equipment,Printing/copying/scanning equipment,"Computing equipment, fixed (desktop)","Computing equipment, mobile (e.g. laptop, tablet)",Wired in-office network connectivity,WiFi network connectivity in the office,Remote access to work files or network,Audio-Visual equipment,Guest/visitor network access,Workplace culture,"Corporate image (for visitors, clients, potential recruits etc.)",Environmental sustainability,It enables me to work productively,It enables us to work productively,It supports me sharing ideas/knowledge amongst colleagues,It creates an enjoyable environment to work in,It contributes to a sense of community at work,It's a place I'm proud to bring visitors to,The design of my workplace is important to me,What aspects of the Pier 4 *space* are your favorite and what could we work to improve?
NAMR ,Core Staff (CS) ,Finance,Individual Contributor,Full time,6 - 18 months,,25-34,Male,Pier 4 - NAMR ,I primarily work there but attend meetings off-site or work elsewhere,85,10,5,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,2,0,2,1,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,-2,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,-1,0,0,1,1,1,0,0,
NAMR ,Core Staff (CS) ,Finance,Individual Contributor,Full time,18 months - 3 years,,18-25,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,3,0,0,2,2,2,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,3,2,2,"Very impressed with the P4 staff and the move. Thank you for all the hard work that Chris P, Mark P, Shannon F and others put in to make Pier 4 so comfortable and beautiful. "
Other,,,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,85,0,0,15,0,A non-work specific home location (such as a dining table),"A workstation, assigned solely to you, in a shared office (enclosed room or space)",I perform the majority of my activities at a single work setting but also use other locations within the office,3,0,3,0,2,0,3,3,3,0,3,0,0,0,3,0,0,3,0,0,3,0,1,0,0,1,0,1,2,2,0,1,2,0,1,0,0,0,2,2,2,0,-1,0,2,2,1,2,1,1,1,1,0,2,2,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,2,2,2,2,1,2,2,
NAMR ,Core Staff (CS) ,Finance,Individual Contributor,Full time,0 - 6 months,,18-25,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,2,2,2,2,0,2,2,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2,2,2,2,1,-1,0,2,1,0,2,1,1,2,1,0,1,1,0,0,1,0,0,1,-1,0,0,0,1,1,1,1,0,0,2,2,0,2,2,3,3,2,3,3,"Favorite: natural light, variety of workspace options, ability to sit or stand at desk, readily available meeting rooms. Improvement: office usually runs cold, would be helpful to implement some sort of light white noise to cancel out a bit of the noise inside and outside of the office"
Consulting,Local BST,,Individual Contributor,Full time,0 - 6 months,,25-34,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,2,2,3,1,
Other,,,Individual Contributor,Full time,0 - 6 months,,25-34,Male,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A quiet room/private office (available for flexible use),I perform some of my activities at a single work setting but often use other locations within the office,3,0,3,0,0,0,0,3,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,-1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,2,0,0,2,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,0,3,3,3,3,3,3,3,3,3,3,"Waterfront / Harbor view is the absolute best. Office equipment and lounge options are excellent. Improvement: It would be great if people could actually pick up after themselves. If you spill coffee, it's OK to clean it up."
Consulting,Global / Regional BST,,Senior Leader,Full time,8 - 12 years,,35-44,Female,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,40,10,10,40,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,-1,0,0,0,2,2,-2,1,-3,-1,-3,-3,-1,-3,0,-2,0,1,-1,-1,0,0,-1,0,-1,-1,-2,0,0,0,-2,0,0,0,-1,-1,0,0,0,0,0,0,-2,0,0,0,1,2,-2,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,-3,1,-2,-1,-1,-1,-1,-3,1,0,"I like the comfort and variety of settings to work (particularly with views of ocean). I am extremely concerned about the ""silent"" culture that has emerged with the move. BST seems to no longer talk to each other during the day by their desks. Instead they walk to get coffee and chat – which doesn’t encourage people to get to know each other and is cliquey. I'm not sure if this is because there is a mixture of BST with consultants. When people do talk to each other at their desks, you feel guilty. As a senior leader, I try to model that it is ok to talk to each other (and form a community), but it is an uphill battle. There are several open seating studies that have talked about this - we need to get ahead of it."
Consulting,Local BST,,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform the majority of my activities at a single work setting but also use other locations within the office,3,0,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,-2,1,2,-1,0,0,-2,0,1,-1,-2,2,-2,2,2,1,-2,-2,-2,-1,1,1,-1,0,-1,0,2,-1,2,0,2,2,1,1,2,3,3,-3,3,3,3,3,3,3,3,"Favorite: openness, modern style, and flexibility to work in a variety of spaces. And of course, the baristas!! Need to improve cleanliness and office services. I have had issues with catering/mail services. Have also noticed food/coffee stains sitting around for days and trash that hasn't been taken out. I also think we could benefit from composting and using less plastic! Would be great if we could become more environmentally sustainable. "
Consulting,Consultant,,Individual Contributor,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,70,20,5,5,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,2,3,0,2,-1,1,2,3,-1,-1,2,2,2,2,0,1,1,1,2,1,1,1,-1,2,2,0,0,2,2,0,0,0,1,1,1,0,2,2,2,2,2,-1,0,1,-1,1,2,2,2,2,2,2,1,1,1,0,1,-1,1,0,0,1,2,1,1,0,2,1,1,0,3,3,3,2,2,2,2,3,3,3,"love the space, furniture, art and general ambiance. Pier 4 is the most beautiful office I have ever been in BCG, Client or otherwise. WE really love the barista and all the food and snacks you provide. I think we could potentially rotate out some of the healthy snacks on every floor. NY Office has flavored yogurts and some rotating fruits...maybe with whoever our suppliers are, we could get some sort of seasonal rotation deal or something like that.   I think we have enough meeting spaces, but sometimes the schedules get a bit wonky and it's difficult to get a room that appears open, but a team is squatting. That's probably more of an etiquette than a workspace question. Lastly, I have one of the newer laptops with a different power cord plug. This means that none of the workstations are enabled to charge my computer which is a bit frustrating to carry around my charger. Some of the partner offices do have this cord, but the workstations don't. I would appreciate an adapter if it exist that i could plug into the old charger or if cords could be installed sooner rather than later since all of the laptops will eventually be switched over in the coming years."
Other,,,Individual Contributor,Full time,0 - 6 months,,25-34,Female,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,25,55,10,10,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform most/all of my activities at a single work setting and rarely use other locations within the office,-1,0,0,0,0,0,-1,2,0,0,-3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1,0,0,0,-2,0,0,0,0,-1,2,0,1,0,0,0,-1,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,-1,3,-3,-3,-2,2,0,1,1,2,I like the lighting and the place to store luggage; I wish there was more recycling and especially reusable plates/utensils/glassware because the amount of waste is distressing
Consulting,Consultant,,Individual Contributor,Full time,3 - 8 years,,25-34,Female,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,80,20,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,2,1,0,3,1,0,0,3,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,2,0,2,2,2,2,2,0,2,2,0,2,0,0,0,1,0,0,2,0,0,0,2,0,2,2,2,3,-2,3,3,2,3,2,3,3,"Favorite: The adjustable standing desks, the medicine cabinet, the snacks and coffee area, the plentiful spaces, the support for setting up meetings is amazing (can't believe AV team is willing to arrive at 6:45am to help us with a 7am meeting). To improve: More ability to control the temperature, would have been nice for the restroom stalls to go all the way down to the floor like the New York office, the monitors in the offices are fickle and often disconnect every few minutes."
NAMR ,Core Staff (CS) ,HR / People / D&I / Benefits,Individual Contributor,Full time,18 months - 3 years,,25-34,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform most/all of my activities at a single work setting and rarely use other locations within the office,-1,0,-1,0,3,3,2,3,3,-2,-2,-1,0,3,2,-3,0,0,2,0,0,-1,2,0,0,1,2,2,-2,-2,-1,-2,-2,1,-1,-2,-1,0,0,0,0,2,0,0,0,-1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,2,2,2,1,1,0,0,0,2,2,2,3,2,2,2,2,2,2,
Consulting,Project Leader,Industrial Goods,People Manager,Full time,3 - 8 years,,35-44,Female,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,30,50,20,0,0,-99,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,-2,1,0,0,-1,1,0,2,0,0,-1,0,0,0,-1,0,0,0,2,2,0,1,-1,0,-1,1,0,0,2,2,1,1,-1,-1,0,0,0,2,2,2,2,1,1,-1,0,-1,0,1,1,0,1,0,1,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,1,2,2,0,1,0,1,1,2,1,"Love the café for informal conversations & gatherings. Love the height adjustability of the desks & chairs. Great recent improvements on the monitors - they work much better in most of the work stations. Things to improve: many rooms still have light sensors adjustability problems where lights turn off, 12th floor lights often go off at 7ish, etc. Others: Need to reduce noise levels - e.g., team discussions cannot happen in open areas, hard to find areas to discuss in small teams or even have phonecalls (particularly on Fridays), not fully clear when partner offices are going to be in office so that we can use their desks (non-consistent self booking of the office), etc."
Consulting,Partner / Senior Partner,Technology Advantage,Senior Leader,Full time,Over 12 years,,45-54,Male,Pier 4 - Boston ,I rarely work there and primarily work elsewhere,20,40,20,20,0,A dedicated work room or office,A private office assigned solely to you,I perform the majority of my activities at a single work setting but also use other locations within the office,2,2,2,2,2,2,3,0,0,0,0,3,0,0,3,0,0,3,3,0,3,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,-1,-1,2,2,0,2,0,2,0,0,0,-1,2,2,2,2,2,3,-2,3,2,
Consulting,Consultant,,Individual Contributor,Full time,3 - 8 years,,25-34,Male,Pier 4 - Boston ,I rarely work there and primarily work elsewhere,15,75,10,0,0,-99,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,0,0,0,0,0,0,3,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,3,0,1,2,1,3,2,3,1,"Favorites: openness, nice views, barista, strong attention to detail with cleanliness, working IT, good services all around   Improvements: office booking management, too many empty offices that are checked out and can make it hard to find somewhere to take a call (especially if a screen is needed)"
Consulting,Consultant,,Individual Contributor,Full time,18 months - 3 years,,25-34,Male,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,60,10,10,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,3,3,0,0,3,3,0,3,3,0,0,3,3,3,3,0,0,0,0,0,3,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,2,2,2,0,0,0,2,0,0,2,0,2,0,2,2,2,0,3,3,3,3,3,3,3,3,3,3,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Finance,Individual Contributor,Full time,6 - 18 months,,25-34,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,85,0,0,15,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,0,2,0,2,3,2,0,3,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,2,0,2,2,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-2,2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,2,1,2,2,2,1,3,2,2,
Global Services (GS),Core Staff (CS),IT,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,3,3,0,0,3,3,0,3,1,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,-2,1,0,0,0,2,-2,-2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,-1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,-2,-2,0,0,0,-2,2,0,0,0,0,0,0,1,0,"wifi is terrible, desk booking still not available, music in the restrooms is weird, chairs are painful to sit in for long periods (standard desk ones are worst of all, the small room ones have an excuse since they're not meant to be used for long periods), light and view are beautiful, enjoy events that take advantage of it like the roofdeck gathering, coffee on 12 amazing, a lot more small offices than previous space so phone calls don't interfere with team meetings"
NAMR ,"Manager, Supervisor, Specialist (MSS)",Other,People Manager,Full time,18 months - 3 years,,25-34,Male,Pier 4 - NAMR ,I primarily work there but attend meetings off-site or work elsewhere,35,10,5,50,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,-2,0,0,-2,0,0,-2,0,0,0,-3,-2,0,0,0,-3,0,0,0,0,0,0,-2,-1,-2,0,0,0,0,0,-2,-1,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,3,0,-2,-2,0,-1,-1,0,1,
Consulting,Consultant,,Individual Contributor,Full time,18 months - 3 years,,25-34,Male,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,55,20,0,5,-99,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,2,1,0,0,-1,0,3,2,1,-3,-3,1,2,0,0,-3,0,3,3,3,0,2,2,-2,0,0,0,0,2,2,0,0,0,2,0,1,0,2,0,0,0,0,2,2,2,2,-2,2,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0,2,0,0,0,2,0,0,0,3,3,3,3,2,3,3,3,3,3,
Consulting,Other,,People Manager,Full time,3 - 8 years,,35-44,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,70,0,0,5,25,A dedicated work room or office,A flexible/non-allocated workstation,I use multiple work settings and rarely base myself at a single location within the office,2,1,0,0,2,0,1,3,3,-2,0,3,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,1,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,1,-1,1,1,1,1,0,0,2,2,1,0,0,0,1,0,1,0,2,0,2,3,3,3,0,3,3,3,3,3,"Favorites: mix of different work settings, IT set up; Improvements: large drinking plastic cups (to minimize trips to the water supply and disposal of smaller cups)"
Consulting,Project Leader,Marketing & Sales,People Manager,Full time,3 - 8 years,,25-34,Male,Pier 4 - NAMR ,I rarely work there and primarily work elsewhere,20,50,20,10,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform most/all of my activities at a single work setting and rarely use other locations within the office,-3,0,1,-2,1,1,-1,2,-2,1,1,-2,-1,0,0,-3,0,3,2,3,1,1,-1,0,0,0,-1,0,0,0,-2,0,-2,-2,-3,1,0,0,0,0,2,2,1,-1,0,0,0,0,1,0,1,0,0,2,1,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,-2,2,0,-1,0,-3,3,-3,3,2,"open cafeteria spaces, coffee shop"
Global Services (GS),Senior Manager / Director (SM),HR / People ,Senior Leader,Full time,8 - 12 years,,45-54,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,85,0,0,15,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform most/all of my activities at a single work setting and rarely use other locations within the office,-2,0,0,0,-3,-3,0,1,0,-1,0,-1,-1,0,0,-2,0,0,1,1,1,1,-1,0,0,0,-2,0,-2,-2,-2,-1,0,-1,-2,0,0,1,-1,-1,1,0,-1,-1,0,0,2,2,1,0,2,0,0,1,-1,1,0,1,0,0,-1,0,-3,2,0,1,0,2,1,0,0,-3,2,1,-3,-3,-3,-2,-3,2,2,"Favorite:  coffee bar, views and new printers.   The inability to sit with your team and collaborate freely as needed is a huge impediment to getting my job done.  I have become incredibly disorganized due to the inability to keep my work stuff with me at all times.  It's in a backpack,  a locker, multiple notebooks, it gets left at home because I'm get sick of carrying it around.... Open seating is a huge fail in my eyes.  "
Global Services (GS),Core Staff (CS),Risk,Individual Contributor,Full time,6 - 18 months,,25-34,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,90,10,0,0,0,-99,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,2,0,1,2,0,2,2,1,1,-1,-1,0,0,3,0,0,1,0,0,3,1,1,0,1,0,0,0,2,1,-3,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,-2,-1,1,2,0,-3,2,1,-2,0,1,0,0,0,0,0,1,-2,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,-2,0,-1,1,2,I think more plants and 'green' in and around the work space rather than just by the stairwell.
Global Services (GS),Core Staff (CS),HR / People ,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,0,5,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,2,2,0,0,0,-1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,2,2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,1,1,1,0,0,-1,-1,0,1,1,1,1,1,0,0,0,1,2,0,2,2,2,2,1,2,2,"I enjoy the roof deck at Pier 4 as well as the barista area.  I think the décor in the cube areas is a bit sterile, but that is just my personal taste.  The bathrooms are often in rough shape, however this is not the fault of the custodians.  It's appalling to me how my adult coworkers would leave a bathroom stall in the condition that they do (especially in such a nice, new building).  Overall, I am enjoying working at Pier 4 very much it is a fantastic building. "
